,CME_DY12,CME_DY15,CME_DY16,CME_DY17,CME_DY18,CME_DY19,CME_DY20,CME_NP1,CME_NP10,CME_NP11,CME_NP12,CME_NP13,CME_NP14,CME_NP15,CME_NP16,CME_NP17,CME_NP18,CME_NP19,CME_NP2,CME_NP20,CME_NP21,CME_NP22,CME_NP23,CME_NP24,CME_NP25,CME_NP26,CME_NP27,CME_NP28,CME_NP29,CME_NP3,CME_NP30,CME_NP31,CME_NP32,CME_NP33,CME_NP34,CME_NP35,CME_NP36,CME_NP37,CME_NP38,CME_NP39,CME_NP4,CME_NP40,CME_NP41,CME_NP42,CME_NP43,CME_NP44,CME_NP45,CME_NP46,CME_NP47,CME_NP48,CME_NP49,CME_NP5,CME_NP50,CME_NP51,CME_NP52,CME_NP53,CME_NP54,CME_NP55,CME_NP56,CME_NP57,CME_NP6,CME_NP7,CME_NP8,CME_NP9,CME_YK1,CME_YK2,CME_YK3
0,-0.9,-0.8999404761904762,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9999064095500458,-0.9998989782886336,-0.9998991034195164,-0.9998991368421052,-0.9998990486486486,-0.9998991206030152,-0.9998991073705688,-0.9998990849008642,-0.9998990899898887,-0.9998990911386012,-0.9998990869896018,-0.9998984632034632,-0.999899091826438,-0.9998991038088124,-0.999899143265112,-0.9998992200045882,-0.9998992155053068,-0.9998992050502687,-0.9998995161701044,-0.9998995173990348,-0.9998995203231508,-0.9998995234512164,-0.9998989597166889,-0.9998995252373812,-0.9998995248812204,-0.9998995281847528,-0.9998995382746052,-0.9998995557633856,-0.9998995700384702,-0.999899567395264,-0.9998995616059068,-0.9998996485943776,-0.9998996495619524,-0.999899141725352,-0.9998996517412936,-0.9998996541501975,-0.9998996554270244,-0.9998996552573258,-0.9998996576179996,-0.9998996645903209,-0.9998996780869164,-0.9998996873604288,-0.9998996852517984,-0.9998996805840747,-0.9998991262560071,-0.9998999013076734,-0.999899901671583,-0.9998999022243952,-0.9998999028890508,-0.9998999032414126,-0.9998999032882012,-0.9998999040307102,-0.9998999061913696,-0.9998991018619934,-0.9998990514008383,-0.9998989654413384,-0.9998988876772082,-0.9898624185372918,-0.9899127272727272,-0.9899042004421518
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10890894819466246,-0.0004214075010536833,-0.029344905972308214,-0.04404091003965771,-0.1422146069822231,-0.013698630136986243,0.004550050556117125,0.006549118387909393,0.0022545090180361442,-0.003252439329497148,0.006534305101784321,-0.04839053506714997,0.014249999999999876,0.04638539353565285,0.03657385559226034,-0.005690871841566025,-0.013049450549450614,-0.08350730688935283,0.003801317790167236,0.007330637007077811,0.00778894472361813,0.004992511233150143,-0.017743702081051582,0.0004973887092762919,0.008213041314086622,0.022738507167572752,0.03991291727140789,0.033519553072625774,-0.005633168093735819,-0.012695533892541409,-0.0799448656099242,0.004502251125562795,0.007982040409079794,-0.013964651974689102,0.00867625185919696,0.005416051206302175,0.001226391954868733,0.008588957055214673,0.022422617596880468,0.043457497612225504,0.031171212468484862,-0.005120213713268207,-0.012998655311519449,-0.07914487150329785,-0.023819835426591718,0.0017254128666503998,0.003683693516699281,0.004884004884005089,0.0016977928692698538,-0.0014499758337361837,0.005797101449275478,0.021093000958772867,0.04217432052483616,-0.026921406860616504,-0.01770104895104907,-0.01002178649237484,0.003666954270923339,-0.002142857142857113,-0.0014419610670511895,0.0023357664233578657
2,-0.004545454545454518,0.0,0.0,0.0,0.0,0.0,0.0,-0.00660647434485806,0.000843170320404818,0.0002129018522460946,-0.0008733624454148048,0.003245942571785232,0.0030303030303029392,0.003019627579265327,0.002752752752752663,0.0024993751562107924,0.0022590361445784524,0.0022471910112358273,0.0022401433691758843,0.0022183879714074983,0.0021221410044800493,0.001365809241975935,0.0013736263736261467,0.0006958942240780086,-0.003037205770691109,-0.0030295379954558,-0.003011292346298489,-0.002991772625280609,-0.0029806259314457684,0.002453166815343577,-0.00298284862043241,-0.002962231547766092,-0.005799903334944401,-0.006280530355896596,-0.0067567567567568,-0.00679809653297081,-0.007347876004592412,-0.011735330836454394,-0.01170318725099606,-0.011630784459292444,0.002212878955521136,-0.01155074956991886,-0.011508325171400545,-0.011513963743263078,-0.011435523114355363,-0.011680572109654452,-0.011670480549199171,-0.011780395643476105,-0.011859476392928836,-0.012034514078110849,-0.013089651765867849,0.002218278615794045,-0.013041338582677198,-0.012967947149498449,-0.01287970838396113,-0.012832929782082279,-0.012826718296224615,-0.012728146013448405,-0.012441314553990557,-0.011915467625899456,0.0024542614904061733,0.0022246941045604984,0.001980633802816989,0.0017193208682571015,0.02319255547601995,0.016606498194945862,0.00786484124672282
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02172467302150305,0.009056444818871244,0.007662835249041987,0.007430069930069781,0.007715281234444981,0.007049345417925457,0.00677370797792265,0.006239081607187558,0.006232859636001065,0.006260956674179585,0.005979073243647548,0.016987036209208606,0.004918839153959853,0.0023529411764704466,0.00022732439190731318,0.0,-0.0004636068613814715,0.0012693577050013616,0.0012661433274245848,0.0012584948401710427,0.0012503125781444526,0.0012456402590934614,0.016240266963292616,0.001246571927200124,0.0012379301807377008,0.0,0.000702247191011196,0.0011337868480725266,0.0015970796258268913,0.0016192458940549324,0.004295098534613517,0.004283194759385323,0.00425638457686528,0.015455950540958384,0.0042267528592738746,0.0042110478077779226,0.004213135068153573,0.004184100418410218,0.0038591413410515854,0.0030099560083352017,0.002249212775528475,0.001811594202898448,0.0013789933348655747,-0.0010010010010010897,0.015050907481186425,-0.000997257541760277,-0.0009915716410509037,-0.000984736582964163,-0.0009811135638949642,-0.0009806325079675382,-0.0009729992702506297,-0.0014261944378415323,-0.0020477815699657675,0.014244380146894997,0.013318534961154429,0.011421041071820959,0.009440034327397484,-0.010633832377221151,0.0042613636363637575,0.0008670520231213175
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025385116077240144,-0.01690670006261752,-0.015842839036755433,-0.014533622559652959,-0.004692516670782743,-0.003249999999999975,-0.003239471716919961,-0.0032242063492062822,-0.0032210109018832034,-0.003484320557491372,-0.003467062902427043,-0.0208791208791208,-0.002447381302006835,-0.0023474178403755093,-0.002272727272727426,-0.002057613168724104,-0.0016233766233767488,0.0015212981744423535,0.0012645422357107086,0.0010055304172951196,0.0007492507492508071,0.0004976362279174307,-0.01970227670753077,0.0004980079681273786,0.00024727992087059114,0.0,-0.00023391812865503067,-0.00045300113250279495,-0.0004555808656035998,-0.0004618937644341736,-0.0005031446540879613,-0.0005017561465128216,-0.0004986287708802495,-0.018699717329854426,-0.0004951720722951025,-0.0004933399111987091,-0.0004935834155971318,-0.0004901960784313708,-0.00048053820278703963,-0.0004616805170821747,-0.00044883303411147324,-0.00045207956600357146,-0.00045903144365389004,-0.0005010020040079333,-0.01853467073702575,-0.0004991265285749781,-0.0004962779156326702,-0.0004928536224740876,-0.0004910385465258793,-0.0004907975460122227,-0.000486973459946416,-0.0004760771244943785,-0.0004559963520293087,-0.01974983541803821,-0.019496166484118338,-0.01910966340933784,-0.017215727948990508,-0.004949794937066931,0.005940594059405946,-0.0027432861680624088
5,-0.004566210045662157,0.0,0.0,0.0,0.0,0.0,0.0,0.03895814781834362,0.021868365180466972,0.021249195106246118,0.02025093550517276,0.003970223325062028,0.003009781790820121,0.00275000000000003,0.0027369992535457572,0.0027342779020631536,0.002747252747252737,0.002733598409542681,0.02873176206509553,0.002453385672227526,0.0014117647058824454,0.0013667425968109106,0.0009163802978235935,0.0009291521486645137,0.006075949367088551,0.0058095478656226,0.005273731793068892,0.004741702021462403,0.004476498383486628,0.027244305493523857,0.003982080637132901,0.0034610630407911898,0.002916869227029828,0.002339728591483237,0.0018128257421254899,0.0013673655423884767,0.0013863216266172262,0.004027183488547692,0.0040160642570281615,0.003991020204540119,0.02681143363616201,0.003963339113202791,0.003948667324778166,0.0039506172839505185,0.003923491907797727,0.003846153846153833,0.003695150115473389,0.0035922766052987045,0.0036182722749886773,0.003673938002296317,0.004010025062656686,0.02688291490779826,0.003995006242197174,0.003972194637537063,0.0039447731755424265,0.00393023827069494,0.003928308372207034,0.0038976857490864436,0.0038104310550131078,0.0036496350364965116,0.02663980299977631,0.02613941018766752,0.02501660394066874,0.02357266435986172,0.007674815235929389,0.00042182227221609925,0.010858549297813935
6,-0.10269058295964127,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0117647058823529,-0.00943800943800932,-0.002896751500103489,-0.0027202343586524287,-0.0021505376344087557,0.001960303847096112,0.0009910802775023877,0.0007411067193676679,0.0007376444553726103,0.0007369196757551767,0.000493461633358061,0.0004910385465257684,-0.007820986313273881,0.0004853190973064248,0.0,0.0,-0.0006798096532970588,-0.0013783597518952642,-0.0014822134387352248,-0.0014792899408284654,-0.0014716703458423908,-0.0014634146341463428,-0.0014587892049598985,-0.007139766334919973,-0.0014605647517040856,-0.00145172997822407,-0.0014292520247737304,-0.0013783597518952642,-0.0013368983957219305,-0.0013449899125757005,-0.0013642564802183175,-0.0014713094654242864,-0.0014673514306674518,-0.001458434613514692,-0.006662368364496185,-0.0014485755673585565,-0.0014433485686793368,-0.0014447387430773786,-0.0014354066985646785,-0.0018770530267480101,-0.002256317689530607,-0.002635046113306893,-0.003096660030966647,-0.003816793893129611,-0.0053346265761394784,-0.005602240896358524,-0.005315293549166268,-0.005285920230658436,-0.005250596658711304,-0.0052318668252081535,-0.005229379605419582,-0.005189903279075314,-0.005538887606738929,-0.00575475874280651,-0.005212858384013863,-0.005204944697462799,-0.004302925989672857,-0.0033670033670031296,0.013914011409489335,0.014759120022277859,0.010784731091244336
7,,,,,,,,0.007145950627977404,0.003942726706785749,0.003986571548468376,0.004094827586206939,0.006358522866226624,0.00544554455445545,0.005183905208590467,0.004914004914004844,0.004172803141875292,0.002466091245376223,0.002699386503067558,0.0019706590759798197,0.0026679602231383104,0.002561714019562178,0.002478593961243725,0.002494331065759692,0.0025304807913506533,0.0076694705591293655,0.00740740740740753,0.007123556865634706,0.0068392769907181785,0.006574141709276615,0.002614948790586213,0.006582155046318761,0.006299975769324062,0.006202290076335881,0.005751092707614536,0.0055778670236499295,0.005611672278339031,0.005692167577413532,0.004911591355599043,0.0048983590497182474,0.004625121713729197,0.0030289917784509512,0.004352030947775587,0.004336304504938493,0.004340487099107726,0.004312410158121782,0.003996238834038657,0.0036182722749886773,0.003302509907529672,0.0033281562014644273,0.003380662609871355,0.0024378352023401995,0.0030335861321775237,0.0024289531212047244,0.0024154589371983004,0.002399232245681393,0.002390628735357669,0.002389486260454099,0.002371354043158913,0.0023207240659084416,0.0022261798753338,0.003056768558951761,0.003270111183780289,0.0034572169403630504,0.003800675675675436,,,
8,,,,,,,,-0.009890346162115593,-0.00888797023563459,-0.008777429467084595,-0.008156256707447795,-0.0017010935601456945,-0.000984736582964163,-0.0004911591355598599,-0.000244498777506208,-0.000244439012466513,0.0,0.0,-0.0069930069930072,0.00024189646831174194,0.00046457607433203485,0.00044953922229740145,0.0006785795068986468,0.001147315282239436,0.0024551927326295075,0.002450980392156854,0.0024390243902441266,0.0024260067928190128,0.0024189646831158647,-0.007389697891762581,0.002421893921046303,0.0024078979051287423,0.002370791844475973,0.0022872827081426017,0.002218770800976211,0.0022321428571427933,0.0022639800769752587,0.004887585532747041,0.004874482086278498,0.004846135207172475,-0.007333908541846346,0.004814636494944624,0.004797313504437684,0.004801920768307211,0.004770992366412097,0.004682744088035706,0.0045065344749888325,0.00438885231511965,0.004422821760282858,0.004492362982928988,0.004863813229571967,-0.007344998919853073,0.005088441967530778,0.005060240963855378,0.005026328386787959,0.005008347245408773,0.005005959475566035,0.004968062455642297,0.00439916647372085,0.002887605508662849,-0.007618632999564445,-0.007605388961321235,-0.007751937984496027,-0.008413967185528004,,,
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02497285559174811,-0.015849843587069982,-0.014126080539742847,-0.01255139580177467,-0.0036514118792601033,-0.0014785608674224848,-0.0009828009828011242,-0.0004891171435558173,-0.0009779951100243878,-0.000984009840098499,-0.0009789525208028227,-0.02266725352112675,-0.001451027811366412,-0.0018574413745066078,-0.0017973489103572104,-0.0018083182640142856,-0.0018336007334402997,-0.00440852314474649,-0.004400977995109967,-0.0043795620437957474,-0.004356243949661165,-0.004343629343629307,-0.021239325596671854,-0.004348876540226865,-0.004323804948354715,-0.0042573320719015975,-0.004107713372889066,-0.00398494576046049,-0.004008908685968926,-0.004065958888637811,-0.003161478599221779,-0.003153043900072761,-0.0031347962382447525,-0.02042590178183401,-0.003114518447532077,-0.003103365958462612,-0.003106332138590129,-0.003086419753086433,-0.003029596830575576,-0.002916105877074915,-0.0028402883985142453,-0.002862175253192434,-0.002906976744186052,0.0016940948693127122,-0.019586507072905324,0.0016875602700097134,0.0016782546152001032,0.0016670635865683179,0.0016611295681063787,0.0018975332068311699,0.001883239171374784,0.0018441678192715472,0.0017718715393133524,-0.019083132265847902,-0.01883074228158532,-0.01822916666666674,-0.01675859142978353,-0.021113787728496702,-0.017970850431583533,-0.016388729154686588
