,CME_AGA10,CME_AGA5,CME_AGA6,CME_AGA7,CME_AGA8,CME_AGA9,CME_BOB1,CME_BOB2,CME_EN10,CME_FI1,CME_FI2,CME_FO1,CME_FO10,CME_FO11,CME_FO12,CME_FO13,CME_FO2,CME_FO3,CME_FO4,CME_FO5,CME_FO6,CME_FO7,CME_FO8,CME_FO9,CME_GCI1,CME_GCI2,CME_MG1,CME_PG5,CME_WCC1,CME_WCC2,CME_WCC3,CME_WCC4,CME_WCC5,CME_WCC6,CME_WCC7,CME_WCC8,CME_WCC9
0,,,,,,,,,0.04592496765847343,0.011614706139202012,-0.013595298658012568,0.0009504640500950234,0.0136303191489362,0.011716657739689218,0.005985915492957794,-0.00043016919988525526,0.011242937853107373,0.014569763455605234,0.014954902531277403,0.015894749374925743,0.018407534246575263,0.02164720732092129,0.01863554294557668,0.01611635220125773,,,0.036809815950920484,-0.06968641114982588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,,,,,,,,,0.011502782931354094,-0.02650207182320441,-0.06135514849724344,-0.006702787242361508,-0.010495244342407228,-0.009264774005691256,-0.008330416520826113,-0.0071725720843494045,-0.0196100340801163,-0.016725798276735926,-0.014619883040935644,-0.0131848813360681,-0.012009848075421823,-0.012478379046207078,-0.010888143318351641,-0.011605415860735048,,,0.002958579881656709,0.008739076154806513,0.09821511143993343,-0.1188118811881188,-0.13978494623655913,-0.08866995073891626,0.029411764705882467,0.012658227848101332,0.03658536585365857,0.011627906976744208,0.011363636363636465
2,,,,,,,,,-0.001834189288334453,-0.00026602819898913216,0.0027472527472529595,-0.003261541922060407,-0.011534637056678898,-0.009685391757397577,-0.008823944656219163,-0.008235804074555708,-0.014987462958741647,-0.01454753722794966,-0.013905859079536896,-0.01419239904988123,-0.015377134869020813,-0.014262479669710946,-0.012287999999999966,-0.01011089367253748,,,-0.010816125860373615,-0.02103960396039606,-0.010526315789473715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,,,,,,,,-0.027685899791743185,0.015345041688841652,0.06858762399622087,0.006205923836389182,-0.0020119374958085245,-0.003305004721435134,-0.004273199914535897,-0.004370629370629375,0.01654613827017637,0.008950366151342594,0.005251357092282305,0.003674477441117929,0.002901234567901368,0.0018403350679021546,-0.0009719432385149053,-0.001976935749588238,,,0.004970178926441139,0.05056890012642224,-0.010638297872340384,-0.011235955056179804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,,,,,,,,,-0.03275796900592165,-0.007774962872368452,-0.035363805145433684,0.0003364171572748376,-0.008198373765203826,-0.008256073627935456,-0.008010871897575211,-0.006731050629206981,0.00011382391440450945,-0.0024193548387098085,-0.00540001173915583,-0.007742167806985778,-0.00954022281036504,-0.008551339709887862,-0.008496562459462842,-0.0073291515351600065,,,0.0029673590504453173,0.01203369434416368,0.021505376344086,0.011363636363636465,0.0,0.0135135135135136,0.01298701298701288,0.012499999999999956,0.0,0.0,0.0
5,,,,,,,,,0.020971733750162702,-0.013646768797323405,-0.04536706076436636,-0.0008968107168879634,-0.008808184836370914,-0.0088706925963834,-0.008652390222799067,-0.007365939893930419,0.0049507767598020455,0.0004619471070563818,0.001062260253762215,0.0024798887074335423,0.0026099925428786364,0.0013416815742397505,-0.0005887355269184048,-0.010709059465212278,,,0.011834319526627056,-0.0356718192627824,0.05263157894736836,0.0,0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
6,,,,,,,,,0.020158203623373398,-0.0021422833169686406,-0.005280337941628188,0.0,-0.0046483013192973885,-0.002616179001721175,0.00014546512473634363,0.003116651825467498,-0.012004530011325064,-0.012351379429758613,-0.0060720391440194366,-0.004706166284542235,-0.004276682781703123,-0.009442991131244804,-0.009818039010341615,-0.0032273246823102397,,,0.004873294346978696,-0.1146732429099876,0.0,0.033707865168539415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,,,,,,,,,0.0013756878439219467,-0.0025941497450576727,-0.03513174404015052,0.0003366058906031366,0.004463979122312889,0.005867329329743987,0.008435750127263608,0.009246930019233712,-0.011863823933975335,-0.009291725105189495,-0.011625148279952424,-0.010002424830261814,-0.009274821039527035,-0.006376811594203002,-0.003635642517186621,0.0023608768971332683,,,0.0,0.027855153203342642,0.0,-0.010869565217391351,-0.011904761904761862,0.0,0.0,0.0,0.0,0.0,0.0
8,,,,,,,,,-0.03446983889097033,0.0,-0.04181254376312882,0.0,0.015725420484069552,0.0136563272028547,0.007139251460301255,0.002198929854137832,0.0493590858998898,0.044180970919601485,0.04044647143542957,0.03398444675769996,0.02846192510681078,0.024115130299494414,0.020367544616201272,0.0155450874831764,,,0.002909796314257917,0.02032520325203246,-0.006479999999999929,-0.04395604395604391,-0.012048192771084376,-0.013333333333333308,0.0,0.0,0.0,0.0,0.0
9,,,,,,,,,0.03621782434355203,0.0,0.13216410898841224,0.0,0.003365643511039185,0.0040620134046442935,0.006372619218101061,0.007971915453814038,0.0012712801238115026,0.00016947237600262174,0.0002307071173144326,0.0026649295274190354,0.0036654652086260953,0.006773009241676009,0.006501950585175553,0.005234908223444411,,,0.0,0.014608233731739697,-0.05890168290522591,-0.03448275862068961,-0.024390243902439046,-0.013513513513513488,-0.02564102564102566,-0.02469135802469136,-0.0117647058823529,-0.011494252873563204,-0.011235955056179804
